,Publication Number,Title,Country Code,Filing Date,International Classification,Application Number,Applicant,Inventor,Description
373,20030051833,"Photocatalytic pulp composition, photocatalytic pulp foam using said photocatalytic pulp composition, molded photocatalytic pulp using said photocatalytic pulp composition and molded photocatalytic pulp foam using said photocatalytic pulp foam as well as process for producing said photocatalytic pulp composition, said photocatalytic pulp foam, said molded photocatalytic pulp and said molded photocatalytic pulp foam and apparatus for producing said photocatalytic pulp composition",US,20.03.2003,D21H 13/00,10146927,,Nishibori Sadao,"There is provided a photocatalytic pulp composition having the antibacterial, bad smell degrading and harmful substance oxidatively degrading effects in various wide uses such as a filter material, a packaging material, a building material. A photocatalytic pulp composition is effectively used in the air treatment, the water treatment and the soil treatment and improves the photocatalytic activity effect itself. 
There is provided a photocatalytic pulp composition characterized in that 40 to 95 wt % of a pulp and/or a paper having the water content of 3 wt % or less, the average fiber diameter of 5 to 300 μm and the average fiber length of 0.1 to 70 mm is blended with 5 to 60 wt % of titanium oxide, and a photocatalytic pulp composition in which 25 to 100 wt % of a thermoplastic resin is blended relative to the total weight of titanium oxide, a pulp and/or a paper blended at the above ratio can be provided."
374,110561580,Pineapple straw artificial board manufacturing process equipment,CN,13.12.2019,B27N 3/04,201910512493.X,NANYANG NORMAL UNIVERSITY,GUO GE,"The invention belongs to the technical field of production of building materials, and particularly relates to pineapple straw artificial board manufacturing process equipment. Preparation of raw materials is included. Preparation of the raw materials comprises the following processes: smashing of pineapple straw, squeezing, fiber washing, rolling for water removal, adding of an adhesion promoter and mixing, adding of an adhesive and mixing, laying in a mold, press molding, curing, dehydrating, trimming, and finished product packaging. The pineapple straw are taken as the main raw material forcomposite materials, a proper amount of a mildew preventive and the adhesion promoter are added, and the materials are mixed and uniformly laid, and then are molded by compression. The equipment is high in production efficiency, stable in product quality and low in production cost, can fully utilize the waste pineapple straw to prepare prefabricated building materials instead of using other wood materials or other building materials such as concrete, aerated blocks, bricks, calcium silicate boards, gypsum boards, various cement fiber boards, thereby realizing the significant advantages such asconvenient construction and low cost."
375,WO/2010/061819,THERMOCHROMIC COMPOSITION AND THERMOCHROMIC MICROCAPSULE,WO,03.06.2010,C09K 9/02,PCT/JP2009/069799,SAKURA COLOR PRODUCTS CORPORATION,"OSHIRO, Seisaku","Disclosed is a thermochromic composition which is reversibly thermochromic and has excellent developed color density stability over time.
The thermochromic composition contains an electron-donating coloring organic compound, an electron-accepting compound and a desensitizer.  One or more compounds represented by a specific general formula and having two aromatic rings and a melting point of not more than 150°C are used as the electron-accepting compound.
As a result, the thermochromic composition exhibits excellent developed color density stability over time.  Consequently, the thermochromic composition is suitable for applications where a developed color needs to last for a long time, and can be used, for example, as a coloring agent which provides fiber products, inks, coating materials, potteries, glass products, plastic molded bodies, packaging materials, recording materials and printed matter, with reversible thermochromism."
376,1997192632,INSULATOR APPLIANCE BOX FOR POWER TRANSMISSION FORMED BY SUING BAGASSE AND KNOTS SCUM AND CONTAINER FOR DECOMPOSING ELECTRIC WIRE WINDING CORE MATERIAL,JP,29.07.1997,B09B 3/00,1996042020,TANAKA TOMOJI,TANAKA TOMOJI,"PROBLEM TO BE SOLVED: To provide throw-away containers designed to be reduced to soil by spontaneous fermentation decomposition when the containers discarded after use are rested by mixing other plant fibers with strained lees of sweet potatoes of waste products, bagasse of corns, kaolian, etc., and industrial waste of knots scum, such as pulp sludge occurred as by product in papermaking plants and waste paper and molding the mixture to fiber boxes, winding cores or cylinders provided with fermentation decomposition germinability and working these moldings to electric appliances for power transmission or the winding cores of cable electric wires. SOLUTION: The bagasse and knots scum are used as raw materials. Glue is mixed therewith and the mixture is poured into metal molds. The molded goods are produced by solidifying the mixture and parting the moldings from the molds. Molds are otherwise formed by using paper boards for the outside surfaces and the mixture is poured therein and is molded to a planar form. The moldings are then dried to form the molded goods. These molded goods are subjected to surface waterproof finishing and are assembled to the power transmission appliances and the windings cores inconvenient to carry. When these appliances and cores are rested in the fields after use, the appliances and cores are gradually fermented and decomposed by rainwater and moisture to allow planted trees and other plants to propagate. The packaging containers and winding cores which do not bring about secondary pollution are thus obtd.COPYRIGHT: (C)1997,JPO"
377,1999181260,BIODEGRADABLE THERMOPLASTIC RESIN COMPOSITION AND ITS MOLDED PRODUCT,JP,06.07.1999,C08J 5/18,1997366183,MISHIMA PAPER CO LTD,ISHINO YOSHIAKI,"PROBLEM TO BE SOLVED: To obtain the subject composition having higher shape disintegrating properties in natural environments such as in soil and useful as packaging materials, civil engineering and building materials, agricultural materials, etc., by including a biodegradable thermoplastic resin and a carboxymethyl cellulose salt in a specific proportion therein. SOLUTION: This composition is obtained by including (A) 35-99 wt.% powdery biodegradable thermoplastic resin which is any of a polymer preferably composed of an aliphatic polyester such as polybutylene succinate or a poly(- hydroxyalkanoate) and a copolymer thereof and (B) 1-65 wt.% carboxymethyl cellulose salt which is preferably any of a sodium salt, a potassium salt, a copper salt and the like. The component B is preferably the one having 0.2-2.0 degree of etherification and 40% degree of base saturation and is preferably a fibrous form having a smaller fiber length than 0.5 mm or a powdery form having a particle size passing through the JIS standard sieve having 0.149 mm sieve opening as the form thereof.COPYRIGHT: (C)1999,JPO"
378,4111246,OPTICAL COUPLER COMPRISING A MOLDED OPTICAL INTERPOSER TOGETHER WITH A PIC AND 2 POLARIZATION SELECTIVE ELEMENTS ENABLING ISOLATION AND/OR POLARIZATION MANAGEMENT,EP,04.01.2023,G02B 6/27,20708432,RWTH AACHEN,WITZENS JEREMY,"The invention describes an apparatus that implements efficient coupling between a photonic integrated circuit (PIC) and a second optical element such as a fiber or laser, while at the same time allowing for efficient polarization management and/or optical isolation. It enables the packaging of PICs with large single mode fiber counts and in- and out-coupling of light with arbitrary polarization. The apparatus comprises a glass interposer that contains at least one polarization selective element together with a pair of lenses transforming a beam profile between the 2nd optical element and a polarization selective coupler on the PIC. The invention also comprises a method for fabricating the apparatus based on a subassembly of building blocks that are manufactured using wafer-scale high-precision glass-molding and surface treatment(s) such as thin-film coating."
379,WO/2021/170200,OPTICAL COUPLER COMPRISING A MOLDED OPTICAL INTERPOSER TOGETHER WITH A PIC AND 2 POLARIZATION SELECTIVE ELEMENTS ENABLING ISOLATION AND/OR POLARIZATION MANAGEMENT,WO,02.09.2021,G02B 6/27,PCT/EP2020/025095,RHEINISCH-WESTFÄLISCHE TECHNISCHE HOCHSCHULE (RWTH) AACHEN,"WITZENS, Jeremy","The invention describes an apparatus that implements efficient coupling between a photonic integrated circuit (PIC) and a second optical element such as a fiber or laser, while at the same time allowing for efficient polarization management and/or optical isolation. It enables the packaging of PICs with large single mode fiber counts and in- and out-coupling of light with arbitrary polarization. The apparatus comprises a glass interposer that contains at least one polarization selective element together with a pair of lenses transforming a beam profile between the 2nd optical element and a polarization selective coupler on the PIC. The invention also comprises a method for fabricating the apparatus based on a subassembly of building blocks that are manufactured using wafer-scale high-precision glass-molding and surface treatment(s) such as thin-film coating."
380,4456164,Deliddable ovenable container,US,26.06.1984,B65D 81/34,06379359,Keyes Fibre Company,Foster Peter D.,"A deliddable ovenable container, such as a molded pulp tray with a liner obtained from a thin film of polyester, useful for packaging food to be frozen for sale and storage and subsequently heated by the consumer in either a microwave or a conventional oven, with means to insure that a transparent and flexible lid of polyester film sealed thereto by heat and pressure subsequently can be peeled away from the polyester liner of the tray without any undesirable delamination of the liner from the molded pulp base of the tray, either at freezing temperatures before heating or at high temperatures after heating, to expose the food for consumption. Such means includes a coating of release material having adhesive properties, such as methyl cellulose, on the liner outside the area where the lid is to be sealed to prevent strong adherence between the lid and the liner at the extreme edges of the tray, the release material ideally having fiber adhesive properties as well and being applied to the cut edge which strengthens the mechanically trimmed fibrous material around the edge of the molded pulp base, plus increased density of the fibrous material only around the zone of the release material and the lid seal so that the fibrous material additionally resists being pulled apart in that area while still providing a thicker thus stronger tray elsewhere which resists bending forces."
381,1192872,DELIDDABLE OVENABLE CONTAINER,CA,03.09.1985,B65D 5/64,425252,,"FOSTER, PETER D.","DELIDDABLE OVENABLE CONTAINER                ABSTRACT OF THE DISCLOSURE        A deliddable ovenable container, such as a molded pulp tray with a liner obtained from a thin film of polyester, useful for packaging food to be frozen for sale and storage and subsequently heated by the consumer in either a microwave or a conventional oven, with means to insure that a trans- parent and flexible lid of polyester film sealed thereto by heat and pressure subsequently can be peeled away from the polyester liner of the tray without any undesirable delamination of the liner from the molded pulp base of the tray, either at freezing temperatures before heating or at high temperatures after heating, to expose the food for consumption.  Such means includes a coating of release material having adhesive properties, such as methyl cellulose, on the liner outside the area where the lid is to be sealed to prevent strong adherence between the lid and the liner at the extreme edges of the tray, the release material ideally having fiber adhesive properties as well and being applied to the cut edge which strengthens the mechanically trimmed fibrous material around the edge of the molded pulp base, plus increased density of the fibrous material only around the zone of the release material and the lid seal so that the fibrous material additionally resists being pulled apart in that area while still providing a thicker thus stronger tray elsewhere which resists bending forces."
382,2460993,Method for the production of a bioactive cellulose fiber with a high degree of brightness,GB,09.12.2009,D01F 1/10,0918682,THUERINGISCHES INST TEXTIL,WENDLER FRANK,"The invention relates to a method for the production of cellulose molded bodies according to the dry-wet extrusion method (lycocell method) with high degree of brightness and bioactive action for use in the clothing sector and paper production. In the context of the invention, the term ""bioactive"" refers to antimicrobial efficacy, based on the antibacterial action of the element silver, which is used as nanoscalable reagent for increasing the efficacy thereof. The chemically inert and, at the same time, bactericidal effect is used in the production of sports and leisure clothing with a high degree of brightness and papers with a long shelf life. Use is possible in the medical sector, for example, for wound dressings, textiles for hospitals, and in the filter and packaging industry."
383,WO/2008/131720,METHOD FOR THE PRODUCTION OF A BIOACTIVE CELLULOSE FIBER WITH A HIGH DEGREE OF BRIGHTNESS,WO,06.11.2008,D01F 1/10,PCT/DE2008/000642,THÜRINGISCHES INSTITUT FÜR TEXTIL- UND KUNSTSTOFF-FORSCHUNG E.V.,"WENDLER, Frank","The invention relates to a method for the production of cellulose molded bodies according to the dry-wet extrusion method (lycocell method) with high degree of brightness and bioactive action for use in the clothing sector and paper production. In the context of the invention, the term “bioactive” refers to antimicrobial efficacy, based on the antibacterial action of the element silver, which is used as nanoscalable reagent for increasing the efficacy thereof. The chemically inert and, at the same time, bactericidal effect is used in the production of sports and leisure clothing with a high degree of brightness and papers with a long shelf life. Use is possible in the medical sector, for example, for wound dressings, textiles for hospitals, and in the filter and packaging industry."
384,20230152537,Optical Coupler Comprising a Molded Optical Interposer Together with a PIC and 2 Polarization Selective Elements Enabling Isolation and/or Polarization Management,US,18.05.2023,G02B 6/42,17802345,Rheinisch-Westfälische Technische Hochschule (RWTH) Aachen,Jeremy Witzens,"The invention describes an apparatus that implements efficient coupling between a photonic integrated circuit (PIC) and a second optical element such as a fiber or laser, while at the same time allowing for efficient polarization management and/or optical isolation. It enables the packaging of PICs with large single mode fiber counts and in- and out-coupling of light with arbitrary polarization. The apparatus comprises a glass interposer that contains at least one polarization selective element together with a pair of lenses transforming a beam profile between the 2nd optical element and a polarization selective coupler on the PIC. The invention also comprises a method for fabricating the apparatus based on a subassembly of building blocks that are manufactured using wafer-scale high-precision glass-molding and surface treatment(s) such as thin-film coating."
385,102030547,Unfired pyrophyllite hot metal ladle lining material and preparation method thereof,CN,27.04.2011,C04B 35/66,201010533486.7,Wang Hongjin,Wang Hongjin,"The invention relates to an unfired pyrophyllite hot metal ladle lining material and a preparation method thereof. The invention is characterized in that the unfired pyrophyllite hot metal ladle lining material is prepared from the following components in parts by weight: 50-70 parts of SiO2, 25-35 parts of Al2O3, 315 parts of bonding agent, 0.1-1 part of explosion-proof fiber and 1-5 parts of steel fiber. The SiO2 is one or a mixture of pyrophyllite, bauxite and silicon micropowder; and the Al2O3 is one or a mixture of pyrophyllite, bauxite and corundum. The preparation method comprises the following steps: putting the raw materials into a mixing machine in proportion to be evenly mixed, molding in a brick press or die, drying and packaging. From the appearance, the product can be a molded part, prefabricated part or amorphous powder, and the color is greyish white. Compared with the prior art, the hot metal ladle lining material has the advantages of high high-temperature strength, long service life which is prolonged to more than 500 times, smooth surface and favorable integrity, and is free of firing and simple for construction."
386,101770773,Sound insulation composite material of bamboo fibrofelt and polypropylene and preparing method thereof,CN,07.07.2010,G10K 11/162,200810163797.1,"Ningbo Institute ofMaterial Technology and Engineering, Chinese Academy of Sciences",Deng Zhitao,"The present invention relates to a sound insulation composite material of bamboo fibrofelt and polypropylene and a preparing method thereof. The material is prepared from 50 to 70% by weight of bamboo fibrofelt mixture and 30 to 50% by weight of polypropylene mixture. The hot press forming technique of the material comprises the following steps: bamboo fibrofelt is first processed by tricaprylyl citrate with a proper technique, and the bamboo fibrofelt processed is immersed by polypropylene mixture prepared and molded by hot pressing. The sound insulation composite material of bamboo fibrofelt and polypropylene has the advantages of good sound and heat insulation properties, relatively small material shrinkage and torsion, high size stability and good processability. The properties of the material obviously reach the properties of the existing sound insulation composite material of fiber reinforced resin. The material can be broadly used in the industry of automobiles, buildings, ships, home decoration, industrial packaging, etc for replacing early sound insulation materials, such as glass fiber composite materials. The preparing method of the sound insulation composite material of bamboo fibrofelt and polypropylene is simple in techniques and can be realized by conventional equipment."
387,117089972,Production process of wide untwisted high-denier cationic polyester blended yarn air layer fabric,CN,21.11.2023,D03D 11/00,202310812857.2,"SUZHOU TONGJIE TEXTILE CO., LTD.",SHEN JIANHUA,"The invention discloses a production process of a wide untwisted high-denier cationic polyester mixed fiber yarn air layer fabric, which comprises the following steps: S1, selecting raw materials of the air layer fabric, including a fabric, a filler and an auxiliary material; s2, typesetting the fabric by adopting an automatic cutting machine, and automatically cutting the fabric; s3, sewing according to the required pattern size; s4, filling the fabric; s5, after filling of the product is completed, a multi-needle quilting machine is used for quilting the product, so that displacement and falling of the filler are avoided; s6, the product is put into a shaping machine to be shaped, heating and hot pressing are conducted through a high-temperature oven and a mold, and the product is made to have a full air layer structure; and S7, detecting the size and weight of the molded product core, and packaging and warehousing after the molded product core is qualified. Compared with the prior art, the production process of the existing air layer fabric is optimized, the production efficiency is better improved, the quality of the produced fabric is better, the market requirements can be better met, and the market competitiveness of enterprises can be improved."
388,110685187,Pulp internal sizing composition and application method and application thereof,CN,14.01.2020,D21H 21/16,201910852729.4,"FOSHAN SHUNDE WINNER PACKAGING MATERIAL TECHNOLOGY CO., LTD.",GUAN ZEYIN,"The invention provides a pulp internal sizing composition. The pulp internal sizing composition includes a component A and a component B which are packaged separately, the component A is an alkylketene dimer, and the component B is an acrylate polymer. Based on a neutral sizing agent AKD, early sizing is carried out through negative charge attraction between cations of AKD and cellulose, affinityto cellulose and other hydroxyl group binding properties, and then the acrylate polymer (NA) which can be firmly combined with AKD is added, so that the cellulose which is combined with AKD is tightlywrapped; and in addition, NA can also be used as filler among fibers, water molecules can be prevented effectively from penetrating fiber cells through mutual cooperation of the NA and AKD, and the waterproofing time of pulp molded products can be prolonged significantly."
389,106048470,Preparation method for copper-based alloy material used for bearing,CN,26.10.2016,C22C 47/14,102016000660128,"ZHEJIANG PROVINCE XINCHANG COUNTY PIER MACHINERY ACCESSORIES CO., LTD.",WANG JIYANG,"The invention discloses a preparation method for a copper-based alloy material used for a bearing. The preparation method comprises the following steps: (1) preparation of raw materials consisting of brass powder, silicon carbide particles, graphite powder and carbon fiber; (2) with the brass powder as a matrix, adding the silicon carbide particles, graphite powder and carbon fiber and carrying out mixing under high-speed stirring so as to obtain a mixture; (3) subjecting the mixture to cold press molding; (4) packaging a molded material obtained after cold press molding by using copper sheet; (5) heating the packaged material to 200 to 250 DEG C so as to allow organic matters in the material to be totally volatilized; (6) subjecting the material in which the organic matters are volatilized to vacuum-pumping and then continuing to heat the material until the material is semi-solid; and (7) maintaining temperature, subjecting the material to thixoforming after the interior and exterior temperature of the material becomes uniform, and then carrying out cooling to room temperature so as to obtain the copper-based alloy material. The method provided by the invention improves the mechanical properties of copper alloy, thereby better meeting load requirements of a heavy-load sliding bearing."
390,1020210035058,ULTRASMALL OPTICAL TRANSMISSION MODULE AND MANUFACTURING METHOD THEREOF USING SEMICONDUCTOR PACKAGING PROCESS,KR,31.03.2021,H04B 10/50,1020200121520,주식회사 라이팩,CHOI SEONG WOOK,"The present invention relates to an ultrasmall optical transmission module capable of solving assembly difficulty by automating optical aligning in all x, y and z directions between an edge type light emitting element, an optical component and an optical fiber, and a manufacturing method thereof. The optical transmission module includes: a mold body having first and second sides opposed to each other; a plurality of edge type light emitting elements separately molded in the mold body in conformity with the first side and generating an optical signal in an edge direction of a chip; and an optical component multiplexing and outputting a plurality of optical signals inputted from the plurality of edge type light emitting elements to one side. A height between the surface of the light emitting elements and an optical axis of the optical component is set to be the same, and the edge direction of the chip is parallel with the first side of the mold body. COPYRIGHT KIPO 2022"
391,3279169,"CONCRETE REINFORCING MOLDED BODY, METHOD FOR MANUFACTURING SAME, PACKAGING STRUCTURE OF CONCRETE REINFORCING MOLDED BODY, AND METHOD FOR KNEADING FIBER REINFORCED CONCRETE",EP,07.02.2018,C04B 14/48,16771892,SUMITOMO ELECTRIC INDUSTRIES,YAMADA MASATO,To provide a concrete-reinforcing shaped body containing concrete-reinforcing fibers and having a plate-like shape. The concrete-reinforcing fibers each preferably have a diameter of 0.3 mm or smaller and a length of 5 mm or larger and 25 mm or smaller.
392,5679145,"Starch-based compositions having uniformly dispersed fibers used to manufacture high strength articles having a fiber-reinforced, starch-bound cellular matrix",US,21.10.1997,C08L 3/02,08353783,E. Khashoggi Industries,Andersen Per Just,"Compositions, methods, and systems for manufacturing articles, particularly containers and packaging materials, having a starch-bound cellular matrix reinforced with substantially uniformly dispersed fibers. High strength articles that have adequate flexibility and toughness immediately or very shortly after being demolded without the need for subsequent conditioning are molded from compositions having a starch-based binder and fibers that are uniformly dispersed by means of a high yield stress fluid fraction within the starch-based composition. In a two-step mixing process, a preblended mixture is formed by gelating a portion of the starch-based binder or other thickening agent in water to form a liquid phase having high yield stress into which the fibers are substantially uniformly dispersed. The fibers preferably have an average length of at least about 2 mm and an aspect ratio of at least about 25:1. The remaining starch-based binder, water, and other desired admixtures, such as mold-release agents, inorganic fillers, rheology-modifying agents, plasticizers, integral coating or sealing materials, and dispersants, are added to the preblended mixture to form a moldable starch-based composition, which is molded between heated molds to produce form-stable articles having a desired shape and a selectively controlled foamed structural matrix. Such articles can replace articles presently made from conventional materials like paper, paperboard, polystyrene, plastic, or other organic-based materials and have especial utility in the mass-production of containers, particularly food and beverage containers."
393,4033548,SUBMINIATURE OPTICAL TRANSMISSION MODULE AND METHOD FOR MANUFACTURING SAME BY USING SEMICONDUCTOR PACKAGING SCHEME,EP,27.07.2022,H01L 33/62,20866797,LIPAC CO LTD,CHOI SEONG WOOK,"Provided are a subminiature optical transmission module and a method for manufacturing same, wherein optical alignment in x, y, and z directions between an edge-type light emitting element, an optical component, and an optical fiber can be automated, thereby solving the problem of assembly difficulty.The optical transmission module includes: a mold body having a first surface and a second surface opposite to each other; multiple edge-type light emitting elements, each of which is molded inside the mold body by fitting same to the first surface so as to match with the first surface and generates an optical signal in the edge direction of a chip; and an optical component disposed on one side thereof so as to optically multiplex multiple optical signals incident from the multiple edge-type light emitting elements and to output same, wherein the identical height is configured between the surface of each light emitting element and the optical axis of the optical component, and the edge direction of the chip is parallel to the first surface of the mold body."
394,000010012686,"Biodegradable fiber reinforced starch based article, useful for the packaging of food, is at least partially coated with a material that is irradiated to form a hardenable or hardened film.",DE,27.09.2001,B65D 65/46,10012686,APACK AG BIO VERPACKUNGEN,KAISER NORBERT,A biodegradable molded article (I) is a composite based on starch and a biodegradable fibrous material and is characterized in that the article (I) is at least partially coated whereby the coating is irradiated at a wavelength range of 10-400 nm to form a hardenable or hardened film. An independent claim is included for a process for the production of the molded article (I) by application of a film forming material in a solvent on to the article and hardening the material at a wavelength of 10-400 (200-350) nm.
395,2326608,"LAMINATED PHOTOCATALYTIC PULP PAPER AND PROCESS FOR PRODUCING THE SAME AS WELL AS SPLITTING AND DISAGGREGATING APPARATUS USING FOR THE PROCESS, PAPER STRING COMPRISING THE LAMINATED PHOTOCATALYTIC PULP PAPER AND PROCESS FOR PRODUCING THE SAME AND MOLDED ARTICLE COMPRISING THE PAPER STRING",CA,16.12.2001,B01J 21/06,2326608,"EIN KOHSAN CO., LTD.","NISHIBORI, SADAO","An object of the present invention is to provide a laminated photocatalytic pulppaper having a variety of uses such as a filter material, a packaging material, aconstruction material and the like, which has the antibacterial property, the bad smelldegrading property and harmful substance oxidatively degrading property, is useful foruse in air treatment, water treatment and soil treatment and, at the same time, canimprove the photocatalytic activity effect itself of titanium oxide. According to thepresent invention, there is provided a laminated photocatalytic pulp paper characterizedin that a wastepaper pulp is laminated on a photocatalytic pulp composition in which40-95 wt% of a pulp and/or a paper having the water content of 3 wt% or less, anaverage fiber diameter of 5-300 µ m and an average fiber length of 0.1-70 mm areblended with 5-60 wt% of titanium oxide, and a paper string comprising this pulp paper."
396,2006262811,BIODEGRADABLE MATERIAL AND PROCESSED PRODUCT THEREOF,JP,05.10.2006,A01G 9/10,2005087614,SHIMADA NOKI SHOKAI:KK,SHIMADA HIROSHI,"PROBLEM TO BE SOLVED: To provide foods comprising a biodegradable material, using no agrochemical, growing up to be a crop strong in disease and insect damage and having vitality, striving to leave seeds, acquiring resistance such as immunity to grow up to be wild, and thereby stable in harvest, multiplicate in excellent products and high in wild vitality suitable for natural conditions, and to provide processed products thereof.SOLUTION: Seeding and raising mats, seeding and raising pots and seeding and raising solid culture soil, which are for wild agricultural method, and a biodegradable material for keeping food freshness, are provided, wherein the seeding and raising mats, the seeding and raising pots and seeding and raising solid culture soil are obtained by molding a mixture of chaff, rice bran, proprietarily developed natural culture soil and non-woody vegetable fiber, and the biodegradable material is obtained by using hog dung- and cow dung-removed natural culture soil and usable as a material of wrapping packs and packaging materials. Those contain natural culture soil, target for growing up crops to be wild by acquiring resisting power, can be molded as a food packaging material and the like exerting water clarification activity and anti-oxidant action of the chaff attached with the hog dung- and cow dung-removed natural culture soil, are perfectly biodegrade, and are put back to the soil to be manure, and the wholesome food having taste, safety and most important strong vitality is obtained.COPYRIGHT: (C)2007,JPO&INPIT"
397,WO/2021/054803,SUBMINIATURE OPTICAL TRANSMISSION MODULE AND METHOD FOR MANUFACTURING SAME BY USING SEMICONDUCTOR PACKAGING SCHEME,WO,25.03.2021,H01L 33/62,PCT/KR2020/012713,"LIPAC CO., LTD.","CHOI, Seong Wook","The present invention relates to a subminiature optical transmission module and a method for manufacturing same, wherein optical alignment in x, y, and z directions between an edge-type light emitting element, an optical component, and an optical fiber can be automated, thereby solving the problem of assembly difficulty. The optical transmission module of the present invention comprises: a mold body having a first surface and a second surface opposite to each other; multiple edge-type light emitting elements, each of which is molded inside the mold body by fitting same to the first surface so as to match with the first surface and generates an optical signal in the edge direction of a chip; and an optical component disposed on one side thereof so as to optically multiplex multiple optical signals incident from the multiple edge-type light emitting elements and to output same, wherein the identical height is configured between the surface of each light emitting element and the optical axis of the optical component, and the edge direction of the chip is parallel to the first surface of the mold body."
398,20040140071,"Laminated photocatalytic pulp paper and process for producing the same as well as splitting and disaggregating apparatus using for the process, paper string comprising the laminated photocatalytic pulp paper and process for producing the same and molded article comprising the paper string",US,22.07.2004,D21C 9/00,10749413,,Sadao Nishibori,"An object of the present invention is to provide a laminated photocatalytic pulp paper having a variety of uses such as a filter material, a packaging material, a construction material and the like, which has the antibacterial property, the bad smell degrading property and handful substance oxidatively degrading property, is useful for use in air treatment, water treatment and soil treatment and, at the same time, can improve the photocatalytic activity effect itself of titanium oxide. According to the present invention, there is provided a laminated photocatalytic pulp paper characterized in that a wastepaper pulp is laminated on a photocatalytic pulp composition in which 40-95 wt % of a pulp and/or a paper having the water content of 3 wt % or less, an average fiber diameter of 5-300 μm and an average fiber length of 0.1-70 mm are blended with 5-60 wt % of titanium oxide, and a paper string comprising this pulp paper."
399,4105139,Shell for flexible bag having mounting for spout,US,08.08.1978,B65D 1/00,05770087,Scholle Corporation,Scholle William R.,"A fluent dispenser comprising an outer shell having one closed end and one open end, a fluent filled flexible plastic bag inserted in the shell through the open end thereof, and a generally planar closure or wall detachably mounted in the open end of the shell to retain the bag therein, the bag having a dispensing spout and the shell or closure having movable flaps facilitating extraction of the spout and mounting of the spout to provide for convenient dispensing of the fluent contents of the bag. In the preferred embodiment, the shell is an integral, semi-rigid, molded plastic member, and the closure is fiber-board. Also in the preferred embodiment, the shell is formed to simulate a barrel to complement the packaging and service of beverages such as wine. Other features include a removable bung in the shell for insertion between the shell and the bag of ice and/or water for chilling the bag contents; and the provision on the shell of a flattened side wall area to orient the spout downward and to prevent the shell from rolling when the barrel is placed on its side in fluent dispensing position. In one modification, the shell may be provided at its open end with an integral partial end wall section to facilitate rigid mounting of the dispensing spout, chilling of the bag contents with ice and ice water, and use of a fiber-board closure that would not be wetted by the ice water."
400,102063422,"METHOD OF PREPARING MANJU HAVING BEAN FLOUR-COATED RICE CAKE FLAVOR, AND MANJU HAVING BEAN FLOUR-COATED RICE CAKE FLAVOR PREPARED THEREBY",KR,07.01.2020,A21D 2/36,1020190115163,황주연,LIM YANG KYU,"The present invention relates to a method of preparing manju having bean flour-coated rice cake flavor, and manju having bean flour-coated rice cake flavor prepared thereby. The method of preparing manju having bean flour-coated rice cake flavor comprises: a minor ingredient mixing step of mixing a whole egg with a pomade mixture having a pomade state, in which butter and brown sugar are mixed; a step of mixing mixed powder including raw flour and bean powder with the minor ingredient mixture to prepare dough, and cooling and aging the dough to prepare dough for an outer cover of manju without wheat flour; a step of mixing purified water with granulated sugar, boiling the same, mixing the boiled mixture with a filling, starch, and egg white, grinding walnuts, and mixing the ground walnut powder with the mixture to prepare stuffing; a molding step of preparing a molded article by surrounding the stuffing with the dough for an outer cover; a step of baking the molded article; a step of cooling the baked manju; and a step of packaging the manju. According to the present invention, wheat flour is not added to the present invention, and instead, bean powder which contains abundant vegetable protein, dietary fiber, and various amino acids is used, and thus, the present invention is effective in preventing various adult diseases and helping digestion and diets. In addition, the present invention has soft and moist TExTure and taste that suit preference of general consumers, and preservability of the present invention is improved, and thus, an expiration date thereof is extended. COPYRIGHT KIPO 2020"
401,1996009915,FILTRATION SHEET FOR TOFU-MOLDING FRAME,JP,16.01.1996,A23L 1/20,1994173377,MISHIMA SEISHI KK,KIDO HIDEKAZU,"PURPOSE: To provide a new type filtration sheet which can solve a variety of operational, hygienic and environmental problems that are encountered by the filter cloth for the conventional TOFU (soybean curd)-molding frame which has been provided in the premise of repeated use. CONSTITUTION: This filter sheet 1 is made of mixed chemical fiber paper whose obverse and reverse surfaces are embossed 1a. In this process for making TOFU, this filtration sheet 1 is used in the draining and molding steps so that the sheet covers the faces of top and bottom or the top and bottom and side walls of the inside surfaces of the mold in the inside molding space. Then, the TOFU milk 3 is poured into the molding space, pressed to effect draining until the TOFU is molded into a desired shape, then the filter sheet 1 used is peeled off and discarded.COPYRIGHT: (C)1996,JPO"
402,102267596,Loose filler structure body for package and connecting bar thereof,CN,07.12.2011,B65D 81/05,201110228466.3,Liu Yan,Liu Yan,"The invention relates to a loose filler structure body for package and a connecting bar thereof. The loose filler structure body comprises a semicircular arc-shaped shell. A plurality of curved spread wings are bent and extend outwards and upwards along the bottom of the outer edge of the semicircular arc-shaped shell; one side surface of the curved surface of the spread wing is provided with a rib-shaped boss; and the top part of the semicircular arc-shaped shell is provided with a groove. In the loose filler structure body, the semicircular arc-shaped shell can effectively bear an external force load; the structure with the curved spread wings can realize hooking and embedding of loose filler structure bodies, so that the transfer and the change of the positions of packaged products in a packaging container in the process of transportation and circulation due to vibration are avoided, the condition that the packaged products are effectively fixed by the loose filler structure bodies is guaranteed, and further the buffering-package protecting function is guaranteed for the packaged products. The loose filler structure body is especially suitable for molded forming of degradable materials such as paper fiber, starch or polylactic acid and the like, thermoplastic materials or metallic materials."
